Common Name,Scientific Name,Taxonomic Order,State/Province,County,Location,Date,Time,Masked_Latitude,Masked_Longitude,SPECIES_CODE,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,ORDER_GROUP,MACAULAY_LINK
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-05-19,06:10 PM,39.15621471850236,-84.45421453069402,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-OH,Hamilton,Norwood,2024-05-20,08:50 AM,39.15900844806917,-84.45040242603127,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Neighborhood Walk,2025-03-07,03:45 PM,30.33504326730232,-97.73408354063936,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Neighborhood Walk,2025-06-15,07:43 PM,30.32765853409207,-97.7365286743892,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Neighborhood Walk,2025-05-10,07:15 PM,30.32213777119064,-97.7322856355131,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Neighborhood Walk,2025-06-09,07:01 PM,30.324150520749576,-97.73907169069793,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Neighborhood Walk,2025-06-16,08:03 PM,30.323229390512925,-97.73463617220676,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Backyard,2024-03-07,03:49 PM,30.32891196394765,-97.73450490000435,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Backyard,2024-03-14,05:00 PM,30.32400693338704,-97.73809665170016,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Backyard,2024-03-22,08:45 AM,30.32089527710733,-97.7401896581258,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Backyard,2024-03-22,09:21 AM,30.3287742285185,-97.74148422180932,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Backyard,2024-04-01,11:49 AM,30.32340819157569,-97.73910443338526,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Backyard,2024-04-04,09:16 AM,30.328026222668417,-97.7394102443943,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Backyard,2025-05-11,11:42 AM,30.32469144179184,-97.73441032827012,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Work,2025-05-07,08:44 AM,30.425695223249708,-97.74635361322125,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Sunshine Community Gardens,2024-03-15,02:41 PM,30.31458935521092,-97.73973575938386,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
Northern Cardinal,Cardinalis cardinalis,34224,US-TX,Travis,Sunshine Community Gardens,2024-04-01,02:11 PM,30.318954310940185,-97.7392984066717,norcar,Cardinalis cardinalis,Passeriformes,Cardinalidae (Cardinals and Allies),"Cardinals, Grosbeaks, and Allies",Perching birds,https://macaulaylibrary.org/asset/424860971
